JAN,在庫数,薬品名,棚番
4987650618303,5,ノルバデックス錠２０ｍｇ(PTP1錠),抗癌剤2
4987142731114,56,ハーフジゴキシンＫＹ錠０．１２５　０．１２５ｍｇ(PTP1錠),茶劇
4987142731121,79,ハーフジゴキシンＫＹ錠０．１２５　０．１２５ｍｇ(ﾊﾞﾗ1錠),カセット
4987341103095,1166,バイアスピリン錠１００ｍｇ(PTP1錠),茶
4987341103101,803,バイアスピリン錠１００ｍｇ(ﾊﾞﾗ1錠),カセット､ﾊﾞﾗ
4987279036038,41,ハイドレアカプセル５００ｍｇ(PTP1Ｃ),抗癌剤3
4582111154712,0,ハイドロサイトライフ標準型12.9cmX12.9cm(ﾋｰﾄ57.76cm2),""
4987173000760,16,ハイペン錠２００ｍｇ(PTP1錠),茶劇
4987813703006,18,ハイボン錠２０ｍｇ(PTP1錠),下袋
4987246716178,20,パキシル錠５ｍｇ(PTP1錠),下劇袋
4987246716185,63,パキシルＣＲ錠１２．５ｍｇ(PTP1錠),茶劇
4987288861027,740,白色ワセリン「ヨシダ」(ﾊﾞﾗ1ｇ),軟膏棚
4987428614506,0,バクスミー点鼻粉末剤３ｍｇ(瓶1瓶),""
4987087035001,87.5,バクタ配合顆粒(ﾊﾞﾗ1ｇ),散剤3
4987087034998,194,バクタ配合錠(PTP1錠),茶
4987316130033,175,パスタロンクリーム２０％(ﾁｭｰﾌﾞ25ｇ),外用下
4987316129990,0,パスタロンソフト軟膏１０％(ﾁｭｰﾌﾞ20ｇ),新規薬
4987080199113,388,バゼドキシフェン錠２０ｍｇ「サワイ」(PTP1錠),茶
4987057522470,85,パタノール点眼液０．１％(本5mL),茶点眼
4987290162518,19.6,ハッカ油「ニッコー」(ﾊﾞﾗ1mL),外用棚
4987909107114,0,パナルジン錠１００ｍｇ(PTP1錠),PTP/ﾊﾞﾗ
4987128223190,63,バフセオ錠３００ｍｇ(PTP1錠),下劇
4987614439401,0,バラシクロビル錠５００ｍｇ「ＳＰＫＫ」(PTP1錠),在庫なし
4987699058665,189,パリエット錠５ｍｇ(PTP1錠),下､POP/バラ
4987699058733,231,パリエット錠１０ｍｇ(PTP1錠),茶
4987699058764,213,パリエット錠１０ｍｇ(ﾊﾞﾗ1錠),カセット
4987171785119,98,バルサルタン錠４０ｍｇ「ケミファ」(PTP1錠),茶
4987916000286,498,バルサルタン錠８０ｍｇ「Ｍｅ」(PTP1錠),茶
4987114933409,132.5,ハルシオン０．２５ｍｇ錠(PTP1錠),茶向30
4987233006480,145,ハルナールＤ錠０．２ｍｇ(PTP1錠),茶
4987116010870,111,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」(PTP1錠),下
4987058525036,245,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」(PTP1錠),下
4987650209303,3,パルミコート１００μｇタービュヘイラー１１２吸入　１１．２ｍｇ(瓶1瓶),吸入
4987770515506,635,パルモディア錠０．１ｍｇ(PTP1錠),茶､PTP/バラ
4987057646800,11,ハルロピテープ４０ｍｇ(枚1枚),外用下劇
4987190029706,116,パロキセチン錠１０ｍｇ「ＮＰ」(PTP1錠),下劇
4987222716062,78,パロキセチン錠２０ｍｇ「明治」(PTP1錠),下劇
4987058808283,58,ハロペリドール錠１ｍｇ「アメル」(PTP1錠),下劇
4987306049239,15,パンデルクリーム０．１％(ﾁｭｰﾌﾞ5ｇ),外用下
4987306048997,10,パンデル軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),外用下袋
4987306049017,0,パンデル軟膏０．１％(ﾁｭｰﾌﾞ10ｇ),""
4987306049116,100,パンデル軟膏０．１％(ﾊﾞﾗ1ｇ),""
4987274129469,501,パントシン散２０％(分包1ｇ),分包棚4
4987123001373,44,ヒアルロン酸Ｎａ点眼液０．１％「センジュ」　５ｍＬ(瓶1瓶),茶点眼
4987123001397,3,ヒアルロン酸Ｎａ点眼液０．３％「センジュ」　５ｍＬ(瓶1瓶),下点眼
4987421324228,32,ヒアルロン酸ナトリウムＰＦ点眼液０．１％「日点」　５ｍＬ(瓶1瓶),茶点眼
4987084152541,32,ヒアレイン点眼液０．１％　５ｍＬ(瓶1瓶),茶点眼
4987084152268,4,ヒアレイン点眼液０．３％　５ｍＬ(瓶1瓶),下点眼
4987084152633,728,ヒアレインミニ点眼液０．１％　０．４ｍＬ(個1個),茶点眼
4987104021307,383,ピーエイ配合錠(PTP1錠),茶
4987087035032,0,ＰＬ配合顆粒(分包1ｇ),分包棚４､1G分包
4987051593131,167,ピートル顆粒分包２５０ｍｇ(分包1包),分包棚3
4987051593339,132,ピートル顆粒分包５００ｍｇ(分包1包),分包棚3
4987080598015,136,ピオグリタゾン錠１５ｍｇ「サワイ」(PTP1錠),茶
4987123417532,100,ピオグリタゾン錠１５ｍｇ「武田テバ」(PTP1錠),新規薬
4987190029409,135,ピオグリタゾン錠３０ｍｇ「ＮＰ」(PTP1錠),茶
4987158710004,216,ビオスリー配合ＯＤ錠(PTP1錠),茶
4987306066182,415,ビオフェルミン錠剤(PTP1錠),茶
4987306066625,301.5,ビオフェルミン配合散(分包1ｇ),分包棚5-3
4987306066984,67,ビオフェルミンＲ錠(PTP1錠),茶
4987306066922,35,ビオフェルミンＲ散(ﾊﾞﾗ1ｇ),散剤3
4987081188703,159,ビカルタミドＯＤ錠８０ｍｇ「ＤＳＥＰ」(PTP1錠),茶劇
4987616003860,3,ビクトーザ皮下注１８ｍｇ　３ｍＬ(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987020020002,227,ピコスルファートナトリウム錠２．５ｍｇ「イワキ」(PTP1錠),下
4987792286149,80,ピコスルファートナトリウム内用液０．７５％「ＪＧ」(本10mL),下
4987413810517,105,ビ・シフロール錠０．１２５ｍｇ(PTP1錠),茶劇
4987142381203,255,ビソノテープ２ｍｇ(枚1枚),外用茶
4987142381401,138,ビソノテープ４ｍｇ(枚1枚),外用茶
4987142381807,106,ビソノテープ８ｍｇ(枚1枚),外用下
4987123406413,238,ビソプロロールフマル酸塩錠０．６２５ｍｇ「テバ」(PTP1錠),下
4987376075312,486.5,ビソプロロールフマル酸塩錠２．５ｍｇ「日医工」(PTP1錠),茶
4987376075411,99,ビソプロロールフマル酸塩錠５ｍｇ「日医工」(PTP1錠),下
4987376075336,535.5,ビソプロロールフマル酸塩錠２．５ｍｇ「日医工」(ﾊﾞﾗ1錠),カセット
4987199323515,80,ビソルボン吸入液０．２％(ﾊﾞﾗ1mL),冷蔵庫
4987060307231,888,ピタバスタチンＣａ・ＯＤ錠１ｍｇ「杏林」(PTP1錠),茶､PTP・バラ
4987060307262,267,ピタバスタチンＣａ・ＯＤ錠２ｍｇ「杏林」(PTP1錠),茶
4987274132971,374,ビタメジン配合カプセルＢ２５(PTP1Ｃ),茶､PTP/ﾊﾞﾗ
4987925119719,337,ピドキサール錠１０ｍｇ(PTP1錠),茶
4987114087201,269,ビビアント錠２０ｍｇ(PTP1錠),茶
4987128340095,72,ヒベルナ糖衣錠５ｍｇ(PTP1錠),下
4987128012220,15,ヒベルナ糖衣錠２５ｍｇ(PTP1錠),下袋
4987243318207,20,ビマトプロスト点眼液０．０３％「わかもと」(本2.5mL),茶点眼
4987081107506,265,ビムパット錠５０ｍｇ(PTP1錠),下劇
4987142341016,154,ピモベンダン錠１．２５ｍｇ「ＴＥ」(PTP1錠),下
4987428879806,3,ヒューマログミックス５０注ミリオペン　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫
4987428879905,13,ヒューマログ注ミリオペン　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987428771407,7,ヒューマログ注ミリオペンＨＤ　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987028256045,0,ヒュミラ皮下注４０ｍｇペン０．４ｍＬ(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987222002097,254,ビラノアＯＤ錠２０ｍｇ(PTP1錠),茶
4987274131165,0,ピラマイド原末(ﾊﾞﾗ1ｇ),散剤引出し2
4987271158721,86,ピリドキサール錠３０ｍｇ「ツルハラ」(PTP1錠),不動在庫
4987123408363,18,ピルシカイニド塩酸塩カプセル２５ｍｇ「テバ」(PTP1Ｃ),茶劇､PTP/ﾊﾞﾗ
4987123408370,0,ピルシカイニド塩酸塩カプセル５０ｍｇ「テバ」(PTP1Ｃ),茶劇PTP/ﾊﾞﾗ､在庫なし
4987213050755,125,ヒルドイドクリーム０．３％(ﾁｭｰﾌﾞ25ｇ),外用下
4987213052810,375,ヒルドイドソフト軟膏０．３％(ﾁｭｰﾌﾞ25ｇ),抗癌剤隣
4987213052872,725,ヒルドイドソフト軟膏０．３％(ﾊﾞﾗ1ｇ),外用棚
4987213111012,184,ヒルドイドフォーム０．３％(本92ｇ),外用下
4987213053510,200,ヒルドイドローション０．３％(本25ｇ),外用下
4987058682036,116,ヒルナミン錠（５ｍｇ）(PTP1錠),茶
4987058683033,144,ヒルナミン錠（２５ｍｇ）(PTP1錠),下
4987120441714,76,ピレチア錠（２５ｍｇ）(PTP1錠),下
4987084313997,58,ピレノキシン懸濁性点眼液０．００５％「参天」　５ｍＬ(瓶1瓶),茶点眼
4987901080903,0,ファムシクロビル錠２５０ｍｇ「ＶＴＲＳ」(PTP1錠),""
4987123407878,193,ファモチジンＯＤ錠１０ｍｇ「テバ」(PTP1錠),茶
4987080538110,569,ファモチジンＤ錠２０ｍｇ「サワイ」(PTP1錠),茶､PTP/バラ
4987213102065,16,ファロム錠２００ｍｇ(PTP1錠),下袋､ふ1
4987213102133,0,ファロムドライシロップ小児用１０％　１００ｍｇ(ﾊﾞﾗ1ｇ),""
4987909101310,0,ファンギゾンシロップ１００ｍｇ／ｍＬ(本24mL),""
4987616003921,4,フィアスプ注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987114386304,0,ブイフェンド錠５０ｍｇ(PTP1錠),下劇
4987042105213,0,フィブラストスプレー５００　５００μｇ（溶解液付）(瓶1瓶),､在庫なし
4987376556613,206,フェキソフェナジン塩酸塩錠３０ｍｇ「ＳＡＮＩＫ」(PTP1錠),下
4987376556712,454,フェキソフェナジン塩酸塩錠６０ｍｇ「ＳＡＮＩＫ」(PTP1錠),茶
4987081100811,142,フェノバール錠３０ｍｇ(PTP1錠),向3-90
4987123415781,66,フェノフィブラート錠５３．３ｍｇ「武田テバ」(PTP1錠),下ふ1
4987123415811,91,フェノフィブラート錠８０ｍｇ「武田テバ」(PTP1錠),下ふ1
4987222002431,419,フェブキソスタット錠１０ｍｇ「明治」(PTP1錠),茶
4987222002455,438,フェブキソスタット錠１０ｍｇ「明治」(ﾊﾞﾗ1錠),カセット､ﾊﾞﾗ
4987222002479,391,フェブキソスタット錠２０ｍｇ「明治」(PTP1錠),茶
4987294394120,144,フェブリク錠１０ｍｇ(PTP1錠),茶､PTP/バラ
4987294394229,129,フェブリク錠２０ｍｇ(PTP1錠),茶
4987443278493,152,フェマーラ錠２．５ｍｇ(PTP1錠),抗癌剤３
4987306060128,1040,フェルビナクスチック軟膏３％「三笠」(本40ｇ),抗癌剤隣
4987376654623,0,フェルビナクローション３％「ラクール」(本100mL),""
4987387592877,300,フェルビナクローション３％「三笠」(本60mL),外用下
4987435425164,0,フェルビナクローション３％「ラクール」(本100mL),""
4987376654616,0,フェルビナクローション３％「ラクール」(本50mL),""
4987435425126,0,フェルビナクローション３％「ラクール」(本50mL),""
4987376058810,314,フェルムカプセル１００ｍｇ　鉄１００ｍｇ(PTP1Ｃ),茶
4987028213543,68.4,フェロミア顆粒８．３％(分包1.2ｇ),""
4987028213420,393,フェロミア錠５０ｍｇ　鉄５０ｍｇ(PTP1錠),茶
4987081512805,9,フェンタニルクエン酸塩１日用テープ１ｍｇ「第一三共」(枚1枚),麻薬
4987081512850,14,フェンタニルクエン酸塩１日用テープ２ｍｇ「第一三共」(枚1枚),麻薬
4987081512904,5,フェンタニルクエン酸塩１日用テープ４ｍｇ「第一三共」(枚1枚),麻薬
4987057638607,16,フェントステープ０．５ｍｇ(枚1枚),麻薬
4987057573489,0,フェントステープ１ｍｇ(枚1枚),""
4987057573496,3,フェントステープ２ｍｇ(枚1枚),麻薬
4987039426253,290,フオイパン錠１００ｍｇ(PTP1錠),茶
4987954808455,44,フォサマック錠３５ｍｇ(患者用PK1錠),茶劇
4987039454386,235,フォシーガ錠５ｍｇ(PTP1錠),茶
4987039454621,146,フォシーガ錠１０ｍｇ(PTP1錠),下ふ１
4987431190523,394.7,フォリアミン錠　５ｍｇ(PTP1錠),茶
4987428840004,2,フォルテオ皮下注キット６００μｇ(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987081104833,0,フシジンレオ軟膏２％　２０ｍｇ(ﾁｭｰﾌﾞ10ｇ),外用下
4987376069212,1,ブシラミン錠１００ｍｇ「日医工」(PTP1錠),茶劇
4987888172035,56,フスコデ配合錠(PTP1錠),下ふ１
4987888172073,21,フスコデ配合シロップ(ﾊﾞﾗ1mL),""
4987199323539,191,ブスコパン錠１０ｍｇ(PTP1錠),茶
4987190079701,8,ブデホル吸入粉末剤６０吸入「ニプロ」(ｷｯﾄ1ｷｯﾄ),下吸入
4987413261814,216,プラザキサカプセル１１０ｍｇ(PTP1Ｃ),下
4987087033762,142,フラジール内服錠２５０ｍｇ(PTP1錠),下ふ１
4987306059634,214.5,プラスチベース(ﾊﾞﾗ1ｇ),軟膏棚
4987173017249,87,ブラダロン錠２００ｍｇ(PTP1錠),下ふ１
4987123154161,8,プラノバール配合錠(PTP1錠),不動在庫
4987084314000,40,プラノプロフェン点眼液０．１％「参天」(本5mL),茶点眼
4987080773016,332,プラバスタチンＮａ錠５ｍｇ「サワイ」(PTP1錠),茶
4987080774013,624,プラバスタチンＮａ錠１０ｍｇ「サワイ」(PTP1錠),茶､PTP/バラ
4987142030132,10,フラビタン眼軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),下点眼
4987142039111,17,フラビタン点眼液０．０５％　５ｍＬ(瓶1瓶),下点眼袋
4987199232046,0,プラビックス錠２５ｍｇ(PTP1錠),下ふ１
4987199232213,229,プラビックス錠７５ｍｇ(PTP1錠),茶､PTP／バラ
4987142011612,173,フランドルテープ４０ｍｇ(枚1枚),外用下
4987080515074,152,プランルカストカプセル１１２．５ｍｇ「サワイ」(PTP1Ｃ),下ふ１
4987120449505,50.6,プランルカストＤＳ１０％「タカタ」(ﾊﾞﾗ1ｇ),散剤棚上
4987155144161,63,フリウェル配合錠ＬＤ「トーワ」(PTP1錠),下
4987153138292,47,フリバスＯＤ錠２５ｍｇ(PTP1錠),茶
4987153138155,171,フリバスＯＤ錠５０ｍｇ(PTP1錠),茶
4987153138223,69,フリバスＯＤ錠７５ｍｇ(PTP1錠),茶､PTP/バラ
4987341104993,155,プリモボラン錠５ｍｇ(PTP1錠),返品予定箱
4987376244305,9.1,プリンペラン細粒２％(ﾊﾞﾗ1ｇ),散剤引出し劇
4987376244404,214,プリンペラン錠５　５ｍｇ(PTP1錠),茶
4987087034615,254.5,フルイトラン錠１ｍｇ(PTP1錠),茶
4987087029864,201,フルイトラン錠２ｍｇ(PTP1錠),茶､PTP/バラ
4987123001304,45,フルオロメトロン点眼液０．１％「センジュ」(本5mL),下点眼
4987128033348,15,フルコート軟膏０．０２５％(ﾁｭｰﾌﾞ5ｇ),外用下袋
4987080608011,50,フルコナゾールカプセル１００ｍｇ「サワイ」(PTP1Ｃ),下ふ２
4987047211346,90,プルゼニド錠１２ｍｇ(PTP1錠),不動在庫
4987060007742,2,フルティフォーム１２５エアゾール１２０吸入用(瓶1瓶),下吸入
4987058565032,224,フルニトラゼパム錠１ｍｇ「アメル」(PTP1錠),向3-30
4987058566039,165,フルニトラゼパム錠２ｍｇ「アメル」(PTP1錠),""
4987086621175,-20,フルバスタチン錠１０ｍｇ「三和」(PTP1錠),下
4987080558019,28,フルバスタチン錠２０ｍｇ「サワイ」(PTP1錠),茶
4987080559016,175,フルバスタチン錠３０ｍｇ「サワイ」(PTP1錠),下ふ２
4987042004066,22,ブルフェン錠１００　１００ｍｇ(PTP1錠),下ふ２
4987080674016,118,フルボキサミンマレイン酸塩錠２５ｍｇ「サワイ」(PTP1錠),下ふ２
4987087022858,0,フルメタ軟膏　０．１％(ﾁｭｰﾌﾞ5ｇ),""
4987087022872,0,フルメタ軟膏　０．１％(ﾁｭｰﾌﾞ10ｇ),""
4987087029499,0,フルメタ軟膏　０．１％(ﾊﾞﾗ1ｇ),""
4987087022957,60,フルメタローション　０．１％(本10ｇ),外用下劇
4987084154149,95,フルメトロン点眼液０．０２％(本5mL),茶点眼
4987084154248,45,フルメトロン点眼液０．１％(本5mL),茶点眼
4987748002014,1,ブレーザベスカプセル１００ｍｇ(PTP1Ｃ),不動在庫
4987901085205,82.5,フレカイニド酢酸塩錠５０ｍｇ「ＶＴＲＳ」(PTP1錠),下劇
4987104079018,556,プレガバリンＯＤ錠２５ｍｇ「ＺＥ」(PTP1錠),茶､PTP/バラ
4987901015905,494,プレガバリンＯＤ錠７５ｍｇ「ファイザー」(PTP1錠),茶
4987035143512,241,プレタールＯＤ錠１００ｍｇ(PTP1錠),茶
4987035143116,226,プレタールＯＤ錠５０ｍｇ(PTP1錠),茶
4987153136632,904.5,プレドニゾロン錠１ｍｇ（旭化成）(PTP1錠),茶
4987153136656,937,プレドニゾロン錠１ｍｇ（旭化成）(ﾊﾞﾗ1錠),カセット､バラ
4987123119597,151,プレドニゾロン錠「タケダ」５ｍｇ(PTP1錠),新規薬
4987153136915,144,プレドニゾロン錠５ｍｇ（旭化成）(PTP1錠),下ふ２
4987123031479,37.7,プレドニゾロン散「タケダ」１％(ﾊﾞﾗ1ｇ),散剤引出し２
4987087031973,241,プレドニン錠５ｍｇ(PTP1錠),茶､PTP
4987087002584,321,プレドニン錠５ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987233199205,145,プログラフカプセル１ｍｇ(PTP1Ｃ),下劇
4987123114349,95,プロスタール錠２５　２５ｍｇ(PTP1錠),下
4987039427571,60,プロスタンディン軟膏０．００３％(ﾁｭｰﾌﾞ30ｇ),外用下劇､30g
4987123874540,271.5,フロセミド錠１０ｍｇ「ＮＩＧ」(PTP1錠),茶
4987123875240,279,フロセミド錠２０ｍｇ「ＮＩＧ」(PTP1錠),茶､武田テバ
4987123875271,130,フロセミド錠４０ｍｇ「ＮＩＧ」(PTP1錠),茶､武田テバ
4987123875295,689,フロセミド錠４０ｍｇ「ＮＩＧ」(ﾊﾞﾗ1錠),カセット
4987770556202,137,プロタノールＳ錠１５ｍｇ(PTP1錠),茶劇
4987080199014,271,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」(PTP1錠),茶向30
4987213109316,5,プロトピック軟膏０．０３％小児用(ﾁｭｰﾌﾞ5ｇ),下劇､5g/本
4987213109309,0,プロトピック軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),外用下劇､5g/本
4987123149204,40,ブロナック点眼液０．１％(本5mL),茶点眼
4987142371112,72,プロノン錠１５０ｍｇ(PTP1錠),下劇
4987123158879,88,プロパジール錠５０ｍｇ(PTP1錠),下ふ２
4987060307378,0,プロピベリン塩酸塩錠１０ｍｇ「杏林」(PTP1錠),下ふ２
4987080023517,108,プロブコール錠２５０ｍｇ「サワイ」(PTP1錠),茶
4987271063155,0,プロプラノロール塩酸塩錠１０ｍｇ「ツルハラ」(PTP1錠),下劇
4987123134880,164,ブロプレス錠２　２ｍｇ(PTP1錠),茶､PTP/バラ
4987123136341,246,ブロプレス錠４　４ｍｇ(PTP1錠),茶､PTP/バラ
4987123136389,88,ブロプレス錠８　８ｍｇ(PTP1錠),茶
4987211153106,200,プロペト(ﾁｭｰﾌﾞ100ｇ),軟膏棚､チューブ
4987211153113,780,プロペト(ﾊﾞﾗ1ｇ),軟膏棚､バラ
4987114818409,29,プロベラ錠２．５ｍｇ(SP1錠),下ふ２
4987614423004,58,ブロマゼパム錠５ｍｇ「サンド」(PTP1錠),向3-30
4987103011637,96,プロマックＤ錠７５　７５ｍｇ(PTP1錠),下ふ２
4987447192016,70,ブロムフェナクＮａ点眼液０．１％「日新」(本5mL),茶点眼､5ml/本
4987080023418,301,ブロムヘキシン塩酸塩錠４ｍｇ「サワイ」(PTP1錠),下
4987087026443,8.3,フロモックス小児用細粒１００ｍｇ(ﾊﾞﾗ1ｇ),散剤引出し
4987087026412,111,フロモックス錠１００ｍｇ(PTP1錠),茶
4987224107516,10,フロリードＤクリーム１％(ﾁｭｰﾌﾞ10ｇ),外用下袋
4987224108100,0,フロリードゲル経口用２％(ﾁｭｰﾌﾞ5ｇ),外用下
4987224107011,17,フロリード腟坐剤１００ｍｇ(組5個),冷蔵庫上
4987123144049,172,ベイスンＯＤ錠０．２　０．２ｍｇ(PTP1錠),下
4987123144087,27,ベイスンＯＤ錠０．３　０．３ｍｇ(PTP1錠),茶
4987051669126,264,ベオーバ錠５０ｍｇ(PTP1錠),茶
4987443374614,5,ベガモックス点眼液０．５％(本5mL),下点眼､5ml/本
4987028207122,95.2,ベサコリン散５％(ﾊﾞﾗ1ｇ),散剤引出し劇
4987051668525,38,ベザトールＳＲ錠２００ｍｇ(PTP1錠),茶
4987080393016,113,ベザフィブラートＳＲ錠１００ｍｇ「サワイ」(PTP1錠),下
4987155055153,154,ベザフィブラート徐放錠２００ｍｇ「トーワ」(PTP1錠),茶
4987233014966,46,ベシケアＯＤ錠５ｍｇ(PTP1錠),茶
4987123147729,10,ベストロン点眼用０．５％　５ｍｇ（溶解後の液として）(本5mL),下点眼､溶解
4987224130002,0,ベセルナクリーム５％　２５０ｍｇ(分包1包),冷蔵庫上
4987233103011,98,ベタニス錠２５ｍｇ(PTP1錠),下劇
4987233103004,242,ベタニス錠５０ｍｇ(PTP1錠),茶劇
4987376711005,0,ベタヒスチンメシル酸塩錠６ｍｇ「日医工Ｐ」(PTP1錠),､PTP/ﾊﾞﾗ
4987271057154,0,ベタヒスチンメシル酸塩錠１２ｍｇ「ＴＳＵ」(PTP1錠),""
4987123408448,0,ベニジピン塩酸塩錠４ｍｇ「テバ」(PTP1錠),茶劇
4987155630053,58,ベニジピン塩酸塩錠８ｍｇ「トーワ」(PTP1錠),下劇
4987476110913,155,ベニジピン塩酸塩錠２ｍｇ「ＹＤ」(PTP1錠),下劇
4987123872997,195,ベニジピン塩酸塩錠４ｍｇ「ＮＩＧ」(PTP1錠),""
4987123153249,3,ベネット錠７５ｍｇ(患者用PK1錠),下劇
4987047104020,100,ヘパリン類似物質外用泡状スプレー０．３％「ＰＰ」(本100ｇ),外用下袋､100g/本
4987224122113,175,ヘパリン類似物質クリーム０．３％「日医工」(ﾁｭｰﾌﾞ25ｇ),""
4987013676018,500,ヘパリン類似物質外用スプレー０．３％「ＰＰ」(本100ｇ),外用下､100g/本
4987376616218,350,ヘパリン類似物質油性クリーム０．３％「日医工」(ﾁｭｰﾌﾞ25ｇ),外用下､25g/本
4987376559904,550,ヘパリン類似物質ローション０．３％「日医工」(本50ｇ),外用下､50g/本
4987435423313,0,ヘパリン類似物質ローション０．３％「ラクール」(ﾁｭｰﾌﾞ50ｇ),外用下､50g/本
4987213109408,30,ベピオゲル２．５％(ﾁｭｰﾌﾞ15ｇ),冷蔵庫､15g/本
4987081364329,166,ベプリコール錠５０ｍｇ(PTP1錠),下劇
4987081364343,201,ベプリコール錠１００ｍｇ(PTP1錠),下劇
4987080002710,380,ベポタスチンベシル酸塩錠１０ｍｇ「サワイ」(PTP1錠),茶
4987884000202,104,ベムリディ錠２５ｍｇ(ﾊﾞﾗ1錠),バラ劇
4987123148788,47,ヘモクロンカプセル２００ｍｇ(PTP1Ｃ),下
4987328101236,0,ヘモレックス軟膏(ﾁｭｰﾌﾞ2ｇ),湿布棚
4987080636113,0,ベラプロストＮａ錠２０μｇ「サワイ」(PTP1錠),茶劇
4987376104821,0,ペリアクチン散１％(ﾊﾞﾗ1ｇ),散剤棚劇
4987086380867,60,ペリシット錠２５０ｍｇ(PTP1錠),下
4987058146828,292,ベリチーム配合顆粒(分包1ｇ),分包棚５－１､1g/包
4987080310013,214,ペリンドプリルエルブミン錠２ｍｇ「サワイ」(PTP1錠),茶､PTP/ﾊﾞﾗ
4987080392019,89,ペリンドプリルエルブミン錠４ｍｇ「サワイ」(PTP1錠),茶
4987975001033,91,ペルサンチン錠１００ｍｇ(PTP1錠),下､PTP/ﾊﾞﾗ
4987185809337,66,ベルソムラ錠１０ｍｇ(PTP1錠),下
4987185808781,249,ベルソムラ錠１５ｍｇ(PTP1錠),茶
4987185808798,110,ベルソムラ錠２０ｍｇ(PTP1錠),下
4987128239818,482,ヘルベッサー錠３０　３０ｍｇ(PTP1錠),下
4987128122592,194,ヘルベッサーＲカプセル１００ｍｇ(PTP1Ｃ),茶､PTP/バラ
4987039483218,110,ベレキシブル錠８０ｍｇ(PTP1錠),抗癌剤3
4987058580035,69,ペロスピロン塩酸塩錠４ｍｇ「アメル」(PTP1錠),下劇
4987058581032,46,ペロスピロン塩酸塩錠８ｍｇ「アメル」(PTP1錠),下劇
4987376458818,259,ベンコール配合錠(PTP1錠),茶
4987058142035,322,ベンザリン錠５　５ｍｇ(PTP1錠),茶向９０
4987060306531,135,ベンズブロマロン錠５０ｍｇ「杏林」(PTP1錠),下劇
4987901088305,141,ベンズブロマロン錠２５ｍｇ「ＮＭ」(PTP1錠),茶劇
4987060007278,84,ペンタサ錠２５０ｍｇ(PTP1錠),茶
4987616003631,222,ペンニードルプラス３２Ｇ　４ｍｍ(ﾊﾞﾗ1本),分包棚3
4987123416603,631,ボグリボースＯＤ錠０．２ｍｇ「武田テバ」(PTP1錠),茶､PTP/ﾊﾞﾗ
4987123416627,330,ボグリボースＯＤ錠０．３ｍｇ「武田テバ」(PTP1錠),茶､PTP/ﾊﾞﾗ
4987213021304,400,強力ポステリザン（軟膏）(ﾁｭｰﾌﾞ2ｇ),外用下､2g/本
4987222852258,100,ホスミシン錠５００　５００ｍｇ(PTP1錠),新規薬
4987222810593,0,ホスミシンドライシロップ４００　４００ｍｇ(ﾊﾞﾗ1ｇ),在庫なし
4987341111137,1129,ホスレノールＯＤ錠２５０ｍｇ(PTP1錠),下､PTP/ﾊﾞﾗ
4987341111151,439,ホスレノールＯＤ錠５００ｍｇ(PTP1錠),下ほ
4987376591911,0,ボチシート２０％(枚90ｇ),在庫なし
4987294399415,25,ボナロン経口ゼリー３５ｍｇ(分包1包),下劇
4987294399125,4,ボナロン錠３５ｍｇ(患者用PK1錠),下劇
4987123158336,7,ボノサップパック４００(ｼｰﾄ1ｼｰﾄ),湿布棚１
4987123158343,0,ボノサップパック８００(ｼｰﾄ1ｼｰﾄ),""
4987233101024,15,ボノテオ錠５０ｍｇ(患者用PK1錠),茶劇
4987123158350,7,ボノピオンパック(ｼｰﾄ1ｼｰﾄ),湿布棚１
4987222671750,90,ポビドンヨードゲル１０％「明治」(ﾁｭｰﾌﾞ90ｇ),軟膏棚３､90g/本
4987222671422,30,ポビドンヨードガーグル液７％「明治」(本30mL),外用茶､30ml/本
4987080681014,267,ポラプレジンクＯＤ錠７５ｍｇ「サワイ」(PTP1錠),茶､PTP/ﾊﾞﾗ
4987120441011,175,ポララミン錠２ｍｇ(PTP1錠),下袋
4987120440717,0,ポララミンドライシロップ０．２％(ﾊﾞﾗ1ｇ),散剤引出し袋
4987081185757,22,ボリコナゾール錠２００ｍｇ「ＤＳＥＰ」(PTP1錠),""
4987792611545,8,ボリコナゾール錠２００ｍｇ「ＪＧ」(PTP1錠),下劇
4987123417266,0,ボリコナゾール錠２００ｍｇ「武田テバ」(PTP1錠),下劇
4987086390644,206,ポリスチレンスルホン酸Ｃａ経口ゼリー２０％分包２５ｇ「三和」(個1個),クラシエ漢方棚
